topic,pct,label
0,0.69314718056,Topic 0
1,1.38629436112,Topic 1
3,1.38629436112,Topic 3
7,0.69314718056,Topic 7
8,3.93182563272,Topic 8
9,0.69314718056,Topic 9
10,1.60943791243,Topic 10
13,1.38629436112,Topic 13
14,4.65396035016,Topic 14
16,1.79175946923,Topic 16
17,9.75811489952,Topic 17
18,10.8318056646,Topic 18
19,4.68213122712,Topic 19
